Company Name
rotterdams havenbedrijf (r.h.b.) b.v. 
rts road transport service b.v.
rugo logistics b.v.
rulewave b.v
ryano expeditie b.v.
samskip custom services b.v.
sanders|fritom 
sankyu (europe) b.v.
scheepvaartonderneming euro-rijn b.v.
"schenker logistics nederland b.v,"
schenker logistics nederland b.v.
schenker logistics nederland.nl
sea and shore services b.v.
seabourne express couriers b.v
seacon logistics b.v.
share logistics b.v.
shelter storage b.v.
ship road logistics solutions b.v.
ship-road rotterdam b.v.
sillevis b.v.
sintrex - de poppe b.v.
slavenburg & huyser b.v.
smallegange n.v.
snijders adviesburo transportzakendouaneagenten bv
soffritti nederland b.v.
softpak b.v. 
sprengen/pakweg douane b.v.
sprengen/pakweg logistics b.v. hodn sils logistics
sr (marine services) b.v.
ssc consolidation b.v.
steder group b.v.
stl logistics b.v.
stream software
strik & strik
syncreon netherlands b.v.
t-trex b.v.
tandem global logistics netherlands b.v.
taric support b.v.
tgn i fritom b.v.
thermotraffic holland b.v.
thor shipping & transport b.v.
tif transtar international freight netherlands b.v.
tigers international transport b.v.
tma terminals b.v.
toll global forwarding (netherlands) b.v.
top group international b.v.
top logistics b.v.
trans ocean pacific forwarding b.v.
transcargo b.v.
transconsult b.v.
trasegro b.v.
trifor international customs b.v.
trifor international logistics b.v.
trimodal europe nvocc b.v.
triple f logistics b.v.
trucking k.s.
trustful logistics b.v.
uc logistics & forwarding b.v.
uitgeverij logistiek
united logistic services b.v.
ups scs (nederland) b.v.
uti forwarding b.v.
vabix logistics b.v.
van der helm-hudig rotterdam b.v. hon van der helm-hudig rotterdam
van der vlist logistics b.v.
van traa advocaten n.v.
vantec world transport (netherlands) b.v.
varekamp project services b.v.
vck logistics airfreight b.v.
vck logistics oceanfreight b.v.
vck logistics s.c.s. b.v.
vdh customs & forwarding b.v.
veenstra|fritom
veleka logistics b.v.
ventrex logistics b.v.
verbrugge customs b.v.
verex customs services b.v.
verhoex douane advies b.v.
vivochem b.v.
vls-group logistics netherlands b.v.
vls-group pernis b.v.
vollers holland b.v.
vorex logistics b.v.
vos forwarding logistics b.v.
vs logistics b.v.
wa customs b.v.
waalhaven douane service b.v.
wagenborg projects & logistics b.v.
wagenborg shipping b.v.
walker international transportation(netherlands) b.v.
wec agencies b.v.
wex holland b.v.
wings & wheels express b.v.
wispex fiscal nl b.v.
wispex transit nl b.v.
world freight logistics b.v.
yusen logistics (benelux) b.v.
ziegler nederland b.v.
zijderlaan bulk liquids b.v.
zoologistics b.v.
