VGNUMMER,inOnderzoek,gebruiksdoel_bijeenkomstfunctie,gebruiksdoel_celfunctie,gebruiksdoel_gezondheidszorgfunctie,gebruiksdoel_industriefunctie,gebruiksdoel_kantoorfunctie,gebruiksdoel_logiesfunctie,gebruiksdoel_onderwijsfunctie,gebruiksdoel_overige gebruiksfunctie,gebruiksdoel_sportfunctie,gebruiksdoel_winkelfunctie,gebruiksdoel_woonfunctie
000019969880,0.0,0,0,0,0,1,0,0,0,0,0,0
000018031609,0.0,0,0,0,1,0,0,0,0,0,0,0
000003176231,0.0,0,0,0,0,0,0,0,0,0,0,1
000017082889,,0,0,0,0,0,0,0,0,0,0,0
000020471874,0.0,0,0,0,1,0,0,0,0,0,0,0
000017895839,,0,0,0,0,0,0,0,0,0,0,0
000019363885,0.0,0,0,0,0,1,0,0,0,0,0,0
000017914337,0.0,0,0,0,0,0,0,0,0,0,0,1
000017975700,0.0,0,0,0,0,0,0,0,0,0,1,0
000002928655,0.0,0,0,0,0,1,0,0,0,0,0,0
000010317384,0.0,0,0,0,0,1,0,0,0,0,0,0
000018598935,0.0,0,0,0,0,1,0,0,0,0,0,0
000017161037,,0,0,0,0,0,0,0,0,0,0,0
000017968291,0.0,0,0,0,0,0,0,0,1,0,0,0
000016920090,0.0,0,0,0,0,0,0,0,0,0,0,1
000020542569,0.0,0,0,0,0,1,0,0,0,0,0,0
000019915063,0.0,0,0,0,0,1,0,0,0,0,0,0
000017890314,0.0,0,0,0,1,0,0,0,0,0,0,0
000008887772,0.0,0,0,0,0,0,0,0,0,0,0,1
000017048893,0.0,0,0,0,1,0,0,0,0,0,0,0
000020184786,0.0,0,0,0,1,0,0,0,0,0,0,0
000020359705,,0,0,0,0,0,0,0,0,0,0,0
000016446143,0.0,0,0,0,0,1,0,0,0,0,0,0
000018167748,0.0,0,0,0,1,0,0,0,0,0,0,0
000018167764,0.0,0,0,0,1,0,0,0,0,0,0,0
000018168310,0.0,0,0,0,1,0,0,0,0,0,0,0
000019343418,0.0,0,0,0,0,1,0,0,0,0,0,0
000010958584,0.0,0,0,0,0,0,0,0,0,0,0,1
000013251856,0.0,0,0,0,0,1,0,0,0,0,0,0
000006714978,0.0,0,0,0,0,1,0,0,0,0,0,0
000019963017,0.0,0,0,0,0,1,0,0,0,0,0,0
000000889474,0.0,0,0,0,0,0,0,0,0,0,0,1
000004340590,0.0,0,0,0,0,1,0,0,0,0,0,0
000016560299,0.0,0,0,0,1,0,0,0,0,0,0,0
000016560310,0.0,0,0,0,1,0,0,0,0,0,0,0
000016560345,0.0,0,0,0,1,0,0,0,0,0,0,0
000016560396,0.0,0,0,0,0,0,0,0,1,0,0,0
000022962735,,0,0,0,0,0,0,0,0,0,0,0
000024837830,0.0,0,0,0,1,0,0,0,0,0,0,0
000027536165,0.0,0,0,0,1,0,0,0,0,0,0,0
000038482967,0.0,0,0,0,1,0,0,0,0,0,0,0
000020391749,0.0,0,0,0,1,0,0,0,0,0,0,0
000008949034,0.0,0,0,0,0,0,0,0,0,0,1,0
000018668267,0.0,0,0,0,1,0,0,0,0,0,0,0
000019717776,0.0,0,0,0,0,1,0,0,0,0,0,0
000018794890,0.0,0,0,0,0,1,0,0,0,0,0,0
000016333713,0.0,0,0,0,0,1,0,0,0,0,0,0
000018928420,0.0,0,0,0,1,0,0,0,0,0,0,0
000018928439,0.0,0,0,0,0,1,0,0,0,0,0,0
000018007635,0.0,0,0,0,0,1,0,0,0,0,0,0
000016318854,0.0,0,0,0,0,1,0,0,0,0,0,0
000016713117,0.0,0,0,0,0,1,0,0,0,0,0,0
000019257325,0.0,0,0,0,1,0,0,0,0,0,0,0
000005004209,0.0,0,0,0,0,1,0,0,0,0,0,0
000017299756,,0,0,0,0,0,0,0,0,0,0,0
000014622610,0.0,0,0,0,0,1,0,0,0,0,0,0
000017714087,0.0,0,0,0,0,1,0,0,0,0,0,0
000016974727,0.0,0,0,0,1,0,0,0,0,0,0,0
000019019947,0.0,0,0,0,0,1,0,0,0,0,0,0
000005425387,0.0,0,0,0,0,1,0,0,0,0,0,0
000020363214,0.0,0,0,0,0,1,0,0,0,0,0,0
000016277538,0.0,0,0,0,1,0,0,0,0,0,0,0
000016743059,,0,0,0,0,0,0,0,0,0,0,0
000017849381,0.0,0,0,0,1,0,0,0,0,0,0,0
000015948528,0.0,0,0,0,0,1,0,0,0,0,0,0
000004708210,0.0,0,0,0,0,1,0,0,0,0,0,0
000017058422,0.0,0,0,0,1,0,0,0,0,0,0,0
000017156653,0.0,0,0,0,0,1,0,0,0,0,0,0
000017884667,0.0,0,0,0,0,1,0,0,0,0,0,0
000016420640,0.0,0,0,0,0,1,0,0,0,0,0,0
000021772339,0.0,0,0,0,1,0,0,0,0,0,0,0
000025313940,0.0,0,0,0,0,1,0,0,0,0,0,0
000017015413,0.0,1,0,0,0,0,0,0,0,0,0,0
000008952515,0.0,0,0,0,0,1,0,0,0,0,0,0
000019574436,0.0,0,0,0,0,1,0,0,0,0,0,0
000018830188,0.0,0,0,0,1,0,0,0,0,0,0,0
000009900519,0.0,0,0,0,1,0,0,0,0,0,0,0
000016574842,0.0,0,0,0,0,1,0,0,0,0,0,0
000000767670,0.0,0,0,0,0,0,0,0,0,0,0,1
000019776861,0.0,0,0,0,1,0,0,0,0,0,0,0
000016946502,,0,0,0,0,0,0,0,0,0,0,0
000018381235,0.0,0,0,0,1,0,0,0,0,0,0,0
000016757114,0.0,0,0,0,0,1,0,0,0,0,0,0
000016757122,0.0,0,0,0,1,0,0,0,0,0,0,0
000016604482,0.0,0,0,0,0,1,0,0,0,0,0,0
000017793084,0.0,0,0,0,0,1,0,0,0,0,0,0
000018446000,0.0,0,0,0,0,1,0,0,0,0,0,0
000016901444,0.0,0,0,0,0,1,0,0,0,0,0,0
000019036434,0.0,0,0,0,0,1,0,0,0,0,0,0
000015667286,0.0,0,0,0,0,1,0,0,0,0,0,0
000018098746,0.0,0,0,0,1,0,0,0,0,0,0,0
000014142430,0.0,0,0,0,1,0,0,0,0,0,0,0
000008389764,0.0,0,0,0,1,0,0,0,0,0,0,0
000002944766,0.0,0,0,0,0,1,0,0,0,0,0,0
000009183922,0.0,0,0,0,0,1,0,0,0,0,0,0
000016934849,0.0,0,0,0,0,0,0,0,0,0,0,1
000016638697,0.0,0,0,0,0,1,0,0,0,0,0,0
000016638719,0.0,0,0,0,0,1,0,0,0,0,0,0
000018484239,0.0,0,0,0,0,1,0,0,0,0,0,0
000017190118,0.0,0,0,0,0,1,0,0,0,0,0,0
000020443986,0.0,0,0,0,0,1,0,0,0,0,0,0
000001054694,0.0,0,0,0,0,1,0,0,0,0,0,0
000020535457,0.0,0,0,0,0,1,0,0,0,0,0,0
000017714745,0.0,0,0,0,0,1,0,0,0,0,0,0
000013400533,0.0,0,0,0,1,0,0,0,0,0,0,0
000018743757,0.0,0,0,0,0,1,0,0,0,0,0,0
000020104170,0.0,0,0,0,0,1,0,0,0,0,0,0
000016670191,0.0,0,0,0,0,1,0,0,0,0,0,0
000016670221,0.0,0,0,0,1,0,0,0,0,0,0,0
000009496610,0.0,0,0,0,0,0,0,0,0,0,0,1
000017625378,0.0,0,0,0,0,1,0,0,0,0,0,0
000020399057,0.0,0,0,0,1,0,0,0,0,0,0,0
000016781252,,0,0,0,0,0,0,0,0,0,0,0
000020067755,0.0,0,0,0,0,1,0,0,0,0,0,0
000018886051,0.0,0,0,0,0,1,0,0,0,0,0,0
000018547273,0.0,0,0,0,1,0,0,0,0,0,0,0
000018835112,0.0,0,0,0,0,1,0,0,0,0,0,0
000019307705,0.0,0,0,0,1,0,0,0,0,0,0,0
000019277229,0.0,0,0,0,0,1,0,0,0,0,0,0
000020033281,0.0,0,0,0,1,0,0,0,0,0,0,0
000008559120,0.0,0,0,0,0,0,0,0,0,0,0,1
000005264510,0.0,0,0,0,0,1,0,0,0,0,0,0
000016050126,0.0,0,0,0,0,1,0,0,0,0,0,0
000019787081,0.0,0,0,0,1,0,0,0,0,0,0,0
000017454689,0.0,0,0,0,1,0,0,0,0,0,0,0
000017402336,0.0,1,0,0,0,0,0,0,0,0,0,0
000016588045,0.0,0,0,0,0,1,0,0,0,0,0,0
000010333568,0.0,0,0,0,0,1,0,0,0,0,0,0
000019202865,0.0,0,0,0,1,0,0,0,0,0,0,0
000011322128,0.0,0,0,0,0,0,0,0,0,0,0,1
000011471360,0.0,0,0,0,1,0,0,0,0,0,0,0
000017859832,0.0,0,0,0,1,0,0,0,0,0,0,0
000016475402,0.0,0,0,0,0,1,0,0,0,0,0,0
000017076374,0.0,0,0,0,0,1,0,0,0,0,0,0
000016475127,0.0,0,0,0,0,1,0,0,0,0,0,0
000019708386,0.0,0,0,0,0,1,0,0,0,0,0,0
000017844789,0.0,0,0,0,0,1,0,0,0,0,0,0
000018780148,0.0,0,0,0,0,1,0,0,0,0,0,0
000008404704,0.0,0,0,0,1,0,0,0,0,0,0,0
000015614069,0.0,0,0,0,0,0,0,0,0,0,0,1
000005255317,0.0,0,0,0,0,1,0,0,0,0,0,0
000000622214,0.0,0,0,0,0,1,0,0,0,0,0,0
000018904297,0.0,0,0,0,1,0,0,0,0,0,0,0
000016455991,0.0,0,0,0,0,1,0,0,0,0,0,0
000018109004,0.0,0,0,0,0,0,0,0,0,0,0,1
000020480547,0.0,0,0,0,0,1,0,0,0,0,0,0
000020547153,0.0,0,0,0,0,0,0,0,0,0,0,1
000019356277,0.0,0,0,0,0,0,0,0,1,0,0,0
000017578884,,0,0,0,0,0,0,0,0,0,0,0
000025614932,0.0,0,0,0,0,1,0,0,0,0,0,0
000037029916,0.0,0,0,0,1,0,0,0,0,0,0,0
000019297858,0.0,0,0,0,0,1,0,0,0,0,0,0
000012218642,0.0,0,0,0,1,0,0,0,0,0,0,0
000017994055,0.0,0,0,0,0,1,0,0,0,0,0,0
000020162448,0.0,0,0,0,0,0,0,0,0,0,0,1
000008050864,0.0,0,0,0,0,0,0,0,0,0,0,1
000019271425,0.0,0,0,0,1,0,0,0,0,0,0,0
000019271433,0.0,0,0,0,0,1,0,0,0,0,0,0
000008535620,0.0,0,0,0,0,0,0,0,0,0,0,1
000018618316,,0,0,0,0,0,0,0,0,0,0,0
000001350838,0.0,0,0,0,0,1,0,0,0,0,0,0
000019607296,0.0,0,0,0,0,0,0,0,0,0,0,1
000017154979,0.0,0,0,0,0,0,0,0,1,0,0,0
000016564138,0.0,0,0,0,1,0,0,0,0,0,0,0
000017106885,,0,0,0,0,0,0,0,0,0,0,0
000022365877,0.0,0,0,0,1,0,0,0,0,0,0,0
000029203392,0.0,0,0,0,1,0,0,0,0,0,0,0
000042403766,0.0,0,0,0,1,0,0,0,0,0,0,0
000011040203,0.0,0,0,0,0,1,0,0,0,0,0,0
000019188528,0.0,0,0,0,1,0,0,0,0,0,0,0
000015894975,0.0,0,0,0,0,1,0,0,0,0,0,0
000020292694,0.0,0,0,0,0,0,0,0,0,0,1,0
000019037740,0.0,0,0,0,0,1,0,0,0,0,0,0
000015459594,0.0,0,0,0,0,0,0,0,0,0,0,1
000016950658,0.0,0,0,0,0,1,0,0,0,0,0,0
000016950674,0.0,0,0,0,0,1,0,0,0,0,0,0
000015947300,0.0,0,0,0,0,1,0,0,0,0,0,0
000000574910,0.0,0,0,0,0,1,0,0,0,0,0,0
000020192991,0.0,0,0,0,0,0,0,0,1,0,0,0
000017715903,0.0,0,0,0,0,1,0,0,0,0,0,0
000018427839,0.0,0,0,0,1,0,0,0,0,0,0,0
000038726696,0.0,0,0,0,1,0,0,0,0,0,0,0
000043095038,0.0,0,0,0,1,0,0,0,0,0,0,0
000002555476,0.0,0,0,0,1,0,0,0,0,0,0,0
000013198289,0.0,0,0,0,1,0,0,0,0,0,0,0
000020174489,0.0,0,0,0,0,1,0,0,0,0,0,0
000018839657,0.0,0,0,0,0,1,0,0,0,0,0,0
000018216927,0.0,0,0,0,0,1,0,0,0,0,0,0
000018838472,0.0,0,0,0,1,0,0,0,0,0,0,0
000011052783,0.0,0,0,0,1,0,0,0,0,0,0,0
000018454011,0.0,0,0,0,0,0,0,0,0,0,0,1
000012683833,0.0,0,0,0,0,1,0,0,0,0,0,0
000017629470,0.0,0,0,0,0,1,0,0,0,0,0,0
000017337054,0.0,0,0,0,0,0,0,0,0,0,0,1
000009211713,0.0,0,0,0,0,0,0,0,0,0,0,1
000017773032,0.0,0,0,0,0,1,0,0,0,0,0,0
000018351417,0.0,0,0,0,1,0,0,0,0,0,0,0
000018351441,0.0,0,0,0,0,1,0,0,0,0,0,0
000008864853,0.0,0,0,0,0,0,0,0,0,0,0,1
000019686889,0.0,0,0,0,0,0,0,0,1,0,0,0
000019686943,0.0,0,0,0,0,1,0,0,0,0,0,0
000016437276,0.0,0,0,0,0,1,0,0,0,0,0,0
000016239377,0.0,0,0,0,1,0,0,0,0,0,0,0
000004138422,0.0,0,0,0,0,0,0,0,0,0,0,1
000017018234,0.0,0,0,0,1,0,0,0,0,0,0,0
000018220703,0.0,0,0,0,0,1,0,0,0,0,0,0
000016483421,0.0,0,0,0,1,0,0,0,0,0,0,0
000015911594,0.0,0,0,0,0,1,0,0,0,0,0,0
000017299454,0.0,0,0,0,0,1,0,0,0,0,0,0
000016511115,0.0,0,0,0,0,1,0,0,0,0,0,0
000009540393,0.0,0,0,0,0,0,0,0,0,0,0,1
000019868022,0.0,0,0,0,0,0,0,0,0,0,1,0
000016831802,0.0,0,0,0,0,1,0,0,0,0,0,0
000020282699,0.0,0,0,0,1,0,0,0,0,0,0,0
000017596009,0.0,0,0,0,1,0,0,0,0,0,0,0
000017827124,0.0,0,0,0,1,0,0,0,0,0,0,0
000016807855,0.0,0,0,0,1,0,0,0,0,0,0,0
000016807871,0.0,0,0,0,1,0,0,0,0,0,0,0
000016808118,0.0,0,0,0,0,1,0,0,0,0,0,0
000016808614,,0,0,0,0,0,0,0,0,0,0,0
000016808630,0.0,0,0,0,0,1,0,0,0,0,0,0
000033343187,0.0,0,0,0,1,0,0,0,0,0,0,0
000034597549,0.0,0,0,0,1,0,0,0,0,0,0,0
000035308036,0.0,0,0,0,0,1,0,0,0,0,0,0
000036762946,0.0,0,0,0,1,0,0,0,0,0,0,0
000037616544,0.0,0,0,0,1,0,0,0,0,0,0,0
000037616552,0.0,0,0,0,1,0,0,0,0,0,0,0
000038477548,0.0,0,0,0,0,1,0,0,0,0,0,0
000042514010,0.0,0,0,0,0,1,0,0,0,0,0,0
000019813139,0.0,0,0,0,0,1,0,0,0,0,0,0
000015796167,0.0,0,0,0,0,0,0,1,0,0,0,0
000006898319,0.0,0,0,0,0,0,0,0,0,0,0,1
000017227275,,0,0,0,0,0,0,0,0,0,0,0
000018878121,0.0,0,0,0,0,1,0,0,0,0,0,0
000018719260,0.0,0,0,0,1,0,0,0,0,0,0,0
000011661070,0.0,0,0,0,1,0,0,0,0,0,0,0
000016998936,0.0,0,0,0,1,0,0,0,0,0,0,0
000008421560,0.0,0,0,0,0,0,0,0,0,0,1,0
000018876072,0.0,0,0,0,0,1,0,0,0,0,0,0
000012489107,0.0,0,0,0,0,1,0,0,0,0,0,0
000016505840,0.0,0,0,0,1,0,0,0,0,0,0,0
000016505867,0.0,0,0,0,0,1,0,0,0,0,0,0
000020379811,0.0,0,0,0,0,1,0,0,0,0,0,0
000013102753,0.0,0,0,0,0,0,0,0,0,0,0,1
000020140215,0.0,0,0,0,0,0,0,0,0,0,0,1
000004852478,0.0,0,0,0,1,0,0,0,0,0,0,0
000018589251,0.0,0,0,0,0,1,0,0,0,0,0,0
000017436982,0.0,0,0,0,0,0,0,0,0,0,0,1
000020396538,0.0,0,0,0,0,1,0,0,0,0,0,0
000019495099,0.0,0,0,0,0,1,0,0,0,0,0,0
000020439679,,0,0,0,0,0,0,0,0,0,0,0
000022099204,0.0,0,0,0,0,1,0,0,0,0,0,0
000008681430,0.0,0,0,0,1,0,0,0,0,0,0,0
000017114225,0.0,0,0,0,0,1,0,0,0,0,0,0
000018016871,0.0,0,0,0,0,1,0,0,0,0,0,0
000002178273,0.0,0,0,0,1,0,0,0,0,0,0,0
000026353423,0.0,0,0,0,1,0,0,0,0,0,0,0
000034210644,0.0,0,0,0,1,0,0,0,0,0,0,0
000006182852,0.0,0,0,0,0,1,0,0,0,0,0,0
000039274020,0.0,0,0,0,0,1,0,0,0,0,0,0
000016754247,0.0,0,0,0,0,1,0,0,0,0,0,0
000016568966,0.0,0,0,0,0,1,0,0,0,0,0,0
000016617371,0.0,0,0,0,1,0,0,0,0,0,0,0
000018809367,0.0,0,0,0,1,0,0,0,0,0,0,0
000012856819,0.0,0,0,0,1,0,0,0,0,0,0,0
000016216156,0.0,0,0,0,0,0,0,0,0,0,0,1
000001352903,0.0,0,0,0,0,0,0,0,0,0,0,1
000015862216,,0,0,0,0,0,0,0,0,0,0,0
000007997612,0.0,0,0,0,0,0,0,0,0,0,0,1
000010457550,0.0,0,0,0,0,0,0,0,0,0,0,1
000016042131,0.0,0,0,0,0,1,0,0,0,0,0,0
000042466776,0.0,0,0,0,0,1,0,0,0,0,0,0
000042466784,0.0,0,0,0,0,1,0,0,0,0,0,0
000010509550,0.0,0,0,0,1,0,0,0,0,0,0,0
000017598958,0.0,0,0,0,0,0,0,0,0,0,0,1
000018421717,,0,0,0,0,0,0,0,0,0,0,0
000016840712,0.0,0,0,0,0,1,0,0,0,0,0,0
000018322387,0.0,0,0,0,0,1,0,0,0,0,0,0
000018322433,0.0,0,0,0,0,1,0,0,0,0,0,0
000019791097,0.0,0,0,0,1,0,0,0,0,0,0,0
000018929028,0.0,0,0,0,0,1,0,0,0,0,0,0
000016785002,0.0,0,0,0,0,1,0,0,0,0,0,0
000023770953,0.0,0,0,0,0,1,0,0,0,0,0,0
000004341422,0.0,0,0,0,0,0,0,0,0,0,0,1
000014610965,,0,0,0,0,0,0,0,0,0,0,0
000019089066,0.0,0,0,0,0,0,0,0,0,0,0,1
000018381820,0.0,0,0,0,1,0,0,0,0,0,0,0
000020079680,0.0,0,0,0,0,1,0,0,0,0,0,0
000016467132,0.0,0,0,0,0,1,0,0,0,0,0,0
000020250525,0.0,0,0,0,0,1,0,0,0,0,0,0
000020396325,0.0,0,0,0,0,1,0,0,0,0,0,0
000036266612,0.0,0,0,0,1,0,0,0,0,0,0,0
000036375403,0.0,0,0,0,0,1,0,0,0,0,0,0
000036424072,0.0,0,0,0,1,0,0,0,0,0,0,0
000036701866,0.0,0,0,0,0,0,0,0,0,0,0,1
000036701874,0.0,0,0,0,1,0,0,0,0,0,0,0
000036701882,0.0,0,0,0,1,0,0,0,0,0,0,0
000036701890,0.0,0,0,0,0,1,0,0,0,0,0,0
000036701904,0.0,0,0,0,0,1,0,0,0,0,0,0
000008803188,,0,0,0,0,0,0,0,0,0,0,0
000019429177,0.0,0,0,0,0,1,0,0,0,0,0,0
000017624037,0.0,0,0,0,0,1,0,0,0,0,0,0
000011175516,0.0,0,0,0,0,1,0,0,0,0,0,0
000019686471,0.0,0,0,0,0,1,0,0,0,0,0,0
000019119542,0.0,0,0,0,0,0,0,0,0,0,0,1
000002484730,0.0,0,0,0,0,0,0,0,0,0,1,0
000003963500,,0,0,0,0,0,0,0,0,0,0,0
000018039219,0.0,0,0,0,0,1,0,0,0,0,0,0
000011070552,0.0,0,0,0,0,0,0,0,0,0,0,1
000018843247,0.0,0,0,0,1,0,0,0,0,0,0,0
000018139000,0.0,0,0,0,1,0,0,0,0,0,0,0
000020445474,0.0,0,0,0,1,0,0,0,0,0,0,0
000005668166,0.0,0,0,0,0,1,0,0,0,0,0,0
000019075626,0.0,0,0,0,0,1,0,0,0,0,0,0
000020382545,0.0,0,0,0,1,0,0,0,0,0,0,0
000016439430,0.0,0,0,0,0,1,0,0,0,0,0,0
000018453678,0.0,0,0,0,1,0,0,0,0,0,0,0
000016495241,0.0,0,0,0,0,1,0,0,0,0,0,0
000016486226,0.0,0,0,0,0,1,0,0,0,0,0,0
000018683185,,0,0,0,0,0,0,0,0,0,0,0
000009435883,0.0,0,0,0,0,0,0,0,0,0,0,1
000020368739,0.0,0,0,0,0,1,0,0,0,0,0,0
000019062583,0.0,0,0,0,0,1,0,0,0,0,0,0
000002757060,,0,0,0,0,0,0,0,0,0,0,0
000007890648,0.0,0,0,0,0,1,0,0,0,0,0,0
000015421473,0.0,0,0,0,0,1,0,0,0,0,0,0
000016357876,0.0,0,0,0,0,1,0,0,0,0,0,0
000015873749,0.0,0,0,0,0,1,0,0,0,0,0,0
000019777795,0.0,0,0,0,0,1,0,0,0,0,0,0
000017315891,0.0,0,0,0,0,0,0,0,1,0,0,0
000018475299,0.0,0,0,0,1,0,0,0,0,0,0,0
000016473213,0.0,0,0,0,0,1,0,0,0,0,0,0
000019829779,0.0,0,0,0,1,0,0,0,0,0,0,0
000010068899,0.0,0,0,0,0,1,0,0,0,0,0,0
000010625372,0.0,0,0,0,0,1,0,0,0,0,0,0
000018131905,0.0,0,0,0,0,1,0,0,0,0,0,0
000007306091,,0,0,0,0,0,0,0,0,0,0,0
000018619932,0.0,0,0,0,0,1,0,0,0,0,0,0
000020142447,0.0,0,0,0,0,1,0,0,0,0,0,0
000003197999,0.0,0,0,0,0,0,0,0,0,0,0,1
000019462921,0.0,0,0,0,0,1,0,0,0,0,0,0
000019599900,0.0,0,0,0,0,1,0,0,0,0,0,0
000019785313,0.0,0,0,0,0,1,0,0,0,0,0,0
000014585340,0.0,0,0,0,0,0,0,0,0,0,0,1
000019471017,0.0,0,0,0,1,0,0,0,0,0,0,0
000009808477,0.0,0,0,0,1,0,0,0,0,0,0,0
000019635249,0.0,0,0,0,0,0,0,0,0,0,0,1
000019060726,0.0,0,0,0,1,0,0,0,0,0,0,0
000016787552,0.0,0,0,0,1,0,0,0,0,0,0,0
000005401011,0.0,0,0,0,0,0,0,0,1,0,0,0
000018756182,0.0,0,0,0,0,1,0,0,0,0,0,0
000013618431,0.0,0,0,0,0,1,0,0,0,0,0,0
000019021836,,0,0,0,0,0,0,0,0,0,0,0
000006800408,0.0,0,0,0,0,1,0,0,0,0,0,0
000010666834,0.0,0,0,0,0,0,0,0,0,0,0,1
000017278147,0.0,0,0,0,0,0,0,0,0,0,0,1
000020465416,0.0,0,0,0,0,0,0,0,0,0,1,0
000001292676,,0,0,0,0,0,0,0,0,0,0,0
000005398509,0.0,0,0,0,1,0,0,0,0,0,0,0
000016906063,0.0,0,0,0,0,1,0,0,0,0,0,0
000020265220,0.0,0,0,0,0,0,0,0,0,0,0,1
000018206379,0.0,0,0,0,0,1,0,0,0,0,0,0
000020430701,0.0,0,0,0,1,0,0,0,0,0,0,0
000017759544,0.0,0,0,0,0,1,0,0,0,0,0,0
000018075193,0.0,0,0,0,0,1,0,0,0,0,0,0
000022645314,0.0,0,0,0,0,1,0,0,0,0,0,0
000038472171,0.0,0,0,0,0,1,0,0,0,0,0,0
000002614561,0.0,0,0,0,1,0,0,0,0,0,0,0
000017829933,0.0,0,0,0,0,1,0,0,0,0,0,0
000020329601,0.0,0,0,0,1,0,0,0,0,0,0,0
000001177079,0.0,0,0,0,0,0,0,0,0,1,0,0
000017820251,0.0,0,0,0,0,0,0,0,0,0,1,0
000018231977,0.0,0,0,0,0,1,0,0,0,0,0,0
000017066719,0.0,0,0,0,0,1,0,0,0,0,0,0
000017066727,0.0,0,0,0,1,0,0,0,0,0,0,0
000027238482,0.0,0,0,0,1,0,0,0,0,0,0,0
000032778414,0.0,0,0,0,0,1,0,0,0,0,0,0
000014666405,0.0,0,0,0,1,0,0,0,0,0,0,0
000007175132,0.0,0,0,0,1,0,0,0,0,0,0,0
000007162715,0.0,0,0,0,1,0,0,0,0,0,0,0
000016430980,0.0,0,0,0,1,0,0,0,0,0,0,0
000015984087,0.0,0,0,0,1,0,0,0,0,0,0,0
000006811116,0.0,0,0,0,0,0,0,0,0,0,0,1
000019159838,0.0,0,0,0,0,1,0,0,0,0,0,0
000020092660,0.0,0,0,0,0,1,0,0,0,0,0,0
000016360818,0.0,0,0,0,0,1,0,0,0,0,0,0
000019947216,0.0,0,0,0,1,0,0,0,0,0,0,0
000042294096,0.0,0,0,0,1,0,0,0,0,0,0,0
000017522870,0.0,0,0,0,1,0,0,0,0,0,0,0
000015825205,0.0,0,0,0,1,0,0,0,0,0,0,0
000004905164,0.0,0,0,0,0,0,0,0,0,0,1,0
000020360150,,0,0,0,0,0,0,0,0,0,0,0
000016473981,0.0,0,0,0,0,1,0,0,0,0,0,0
000018158633,0.0,0,0,0,0,1,0,0,0,0,0,0
000017442265,0.0,0,0,0,0,1,0,0,0,0,0,0
000019209312,0.0,0,0,0,1,0,0,0,0,0,0,0
000018677002,,0,0,0,0,0,0,0,0,0,0,0
000002431122,0.0,0,0,0,1,0,0,0,0,0,0,0
000019716079,0.0,0,0,0,1,0,0,0,0,0,0,0
000016502728,0.0,0,0,0,1,0,0,0,0,0,0,0
000012687308,0.0,0,0,0,1,0,0,0,0,0,0,0
000018394582,0.0,0,0,0,0,1,0,0,0,0,0,0
000019920350,0.0,0,0,0,0,1,0,0,0,0,0,0
000016439031,0.0,0,0,0,0,1,0,0,0,0,0,0
000017654580,,0,0,0,0,0,0,0,0,0,0,0
000019029225,0.0,0,0,0,1,0,0,0,0,0,0,0
000007508921,0.0,0,0,0,0,0,0,0,0,0,0,1
000004365690,0.0,0,0,0,0,0,0,0,0,0,0,1
000003543072,0.0,0,0,0,1,0,0,0,0,0,0,0
000017190436,0.0,0,0,0,0,1,0,0,0,0,0,0
000039017516,,0,0,0,0,0,0,0,0,0,0,0
000039017524,0.0,0,0,0,1,0,0,0,0,0,0,0
000039017532,0.0,0,0,0,0,0,0,0,1,0,0,0
000041065646,0.0,0,0,0,1,0,0,0,0,0,0,0
000019136315,0.0,0,0,0,0,1,0,0,0,0,0,0
000016805232,0.0,0,0,0,0,1,0,0,0,0,0,0
000019391323,0.0,0,0,0,0,1,0,0,0,0,0,0
000014499118,,0,0,0,0,0,0,0,0,0,0,0
000017189578,0.0,0,0,0,1,0,0,0,0,0,0,0
000017772907,0.0,0,0,0,0,1,0,0,0,0,0,0
000007673027,0.0,0,0,0,0,0,0,0,1,0,0,0
000014063530,0.0,0,0,0,0,0,0,0,0,0,1,0
000017306272,0.0,0,0,0,0,1,0,0,0,0,0,0
000020390564,0.0,0,0,0,1,0,0,0,0,0,0,0
000016095103,0.0,0,0,0,0,1,0,0,0,0,0,0
000028641140,0.0,0,0,0,0,1,0,0,0,0,0,0
000006377645,0.0,0,0,0,0,0,0,0,0,0,0,1
000018428169,0.0,0,0,0,0,0,0,0,1,0,0,0
000014509369,0.0,0,0,0,0,0,0,0,0,0,0,1
000018668100,0.0,0,0,0,0,1,0,0,0,0,0,0
000002995786,0.0,0,0,0,1,0,0,0,0,0,0,0
000017829763,0.0,0,0,0,1,0,0,0,0,0,0,0
000001704095,0.0,0,0,0,0,1,0,0,0,0,0,0
000016444337,0.0,0,0,0,0,0,0,0,0,0,0,1
000004861280,0.0,0,0,0,0,0,0,0,0,0,0,1
000019506082,0.0,0,0,0,0,1,0,0,0,0,0,0
000018134521,0.0,0,0,0,0,1,0,0,0,0,0,0
000017137527,0.0,0,0,0,0,1,0,0,0,0,0,0
000020210183,0.0,0,0,0,1,0,0,0,0,0,0,0
000002239582,,0,0,0,0,0,0,0,0,0,0,0
000013908693,,0,0,0,0,0,0,0,0,0,0,0
000012727121,,0,0,0,0,0,0,0,0,0,0,0
000018044034,0.0,0,0,0,0,1,0,0,0,0,0,0
000019794460,0.0,0,0,0,0,1,0,0,0,0,0,0
000019619510,0.0,0,0,0,0,1,0,0,0,0,0,0
000016819608,0.0,0,0,0,0,0,0,0,0,0,0,1
000019047258,0.0,0,0,0,0,0,0,0,1,0,0,0
